ID,Possession Status,Availability Starts From,Floor No,Commercial,Developer,Approved Authority Name,Units Available,Price
11435,Ready to Move,,6,N,,,,4200000.0
11434,Ready to Move,,5,N,Lodha,KDMC,0.0,4800000.0
11433,Ready to Move,,4,N,Versatile Housing,,,3500000.0
11432,Ready to Move,,4,N,,KDMC,1.0,12500000.0
11431,Ready to Move,,4,N,,ABAMNC,,2800000.0
11430,Ready to Move,,2,N,,,,5600000.0
11429,Ready to Move,,1,N,,,1.0,14500000.0
11428,Ready to Move,,4,N,,,0.0,17000000.0
11427,Ready to Move,,5,N,Happy Home Group Builders,,,7000000.0
11426,Ready to Move,,2,N,,,0.0,8200000.0
11425,Ready to Move,,22,N,,,,11000000.0
11424,Ready to Move,,1,N,,,,2100000.0
11423,Ready to Move,,2,N,,,,6500000.0
11422,Ready to Move,,3,N,,,,4000000.0
11421,Ready to Move,,2,N,,ABAAut,0.0,3500000.0
11420,Ready to Move,,5,N,,,,6100000.0
11419,Ready to Move,,2,N,,,,4500000.0
11418,Ready to Move,,2,N,,ABAMNC,10.0,3700000.0
11417,Ready to Move,,Ground,N,,,,8400000.0
11416,Ready to Move,,Ground,N,Lodha,,,4500000.0
11415,Ready to Move,,2,N,,,,4500000.0
11414,Ready to Move,,5,N,,ABAMNC,,4800000.0
11413,Ready to Move,,10,N,,TMC,1.0,6850000.0
11412,Ready to Move,,6,N,Anmol Associate,,,4700000.0
11411,Ready to Move,,3,N,,,,5200000.0
11410,Ready to Move,,3,N,,,,7000000.0
11409,Ready to Move,,2,N,Marathon Realty Pvt. Ltd.,,,4000000.0
11408,Ready to Move,,1,N,Lodha,,,4300000.0
11407,Ready to Move,,3,N,,,,8000000.0
11406,Ready to Move,,18,N,Lodha,ABAMNC,,5400000.0
11405,Ready to Move,,15,N,,,1.0,7800000.0
11404,Ready to Move,,8,N,,,,5100000.0
11403,Ready to Move,,11,N,Lodha,KDMC,,12800000.0
11402,Ready to Move,,2,N,Lodha,,0.0,4500000.0
11401,Ready to Move,,13,N,Siddharth Group,,,4500000.0
11400,Ready to Move,,7,N,,,,4705000.0
11399,Ready to Move,,4,N,,,,2500000.0
11398,Ready to Move,,8,N,Lodha,KDMC,,4000000.0
11397,Ready to Move,,6,N,Lodha,ABAMNC,1.0,9500000.0
11396,Ready to Move,,2,N,,,,4100000.0
11395,Ready to Move,,4,N,Sanghvi S3 Group,KDMC,0.0,6150000.0
11394,Ready to Move,,4,N,,,,5200000.0
11393,Ready to Move,,4,N,,,,7500000.0
11392,Ready to Move,,2,N,,ABAMNC,,5500000.0
11391,Ready to Move,,7,N,,ABAMNC,1.0,8600000.0
11390,Ready to Move,,3,N,,ABADev,,4800000.0
11389,Ready to Move,,16,N,Regency Group,,,8400000.0
11388,Ready to Move,,2,N,,ABADev,6.0,2500000.0
11387,Ready to Move,,15,N,Lodha,ABAMNC,,9500000.0
11386,Ready to Move,,2,N,,ABAMNC,,9000000.0
11385,Ready to Move,,2,N,Sanghvi S3 Group,ABAMNC,,6400000.0
11384,Ready to Move,,21,N,Lodha,ABAMNC,,18000000.0
11383,Ready to Move,,4,N,,,,2500000.0
11382,Ready to Move,,5,N,Amber Builders and Developer,,,4500000.0
11381,Ready to Move,,7,N,Yogam Realty,ABAMNC,,4200000.0
11380,Ready to Move,,3,N,,,,6500000.0
11379,Ready to Move,,1,N,,,,4900000.0
11378,Ready to Move,,6,N,Lodha,ABAMNC,,4300000.0
11377,Ready to Move,,3,N,,KDMC,1.0,3600000.0
11376,Ready to Move,,4,N,,,,3800000.0
11375,Ready to Move,,3,N,Saptashree Builders & Developers,,,4200000.0
11374,Ready to Move,,16,N,,KDMC,0.0,6500000.0
11373,Under Construction,Dec '24,9,N,Lodha,KDMC,108.0,4150000.0
11372,Under Construction,Dec '23,9,N,,,,3950000.0
11371,Ready to Move,,4,N,,KDMC,15.0,11000000.0
11370,Under Construction,Mar '25,9,N,Lodha,KDMC,10.0,3500000.0
11369,Under Construction,Jun '24,15,N,,,,8100000.0
11368,Under Construction,Dec '23,17,Y,Runwal Developers,ABAMNC,50.0,4360000.0
11367,Under Construction,Nov '26,Upper Basement,Y,Runwal Developers,,,3200000.0
11366,Under Construction,Dec '24,9,N,Rashi Developers,KDMC,2.0,5550000.0
11365,Under Construction,Jun '24,10,N,Lodha,KDMC,55.0,4158000.0
11364,Ready to Move,,5,Y,Lodha,,0.0,5600000.0
11363,Ready to Move,,5,N,,KDMC,10.0,5800000.0
11362,Under Construction,Mar '23,,N,Lodha,KDMC,5.0,14400000.0
11361,Under Construction,Dec '25,8,N,Paradise Group,KDMC,10.0,4500000.0
11360,Ready to Move,,4,N,Lodha,,,2200000.0
11359,Under Construction,Dec '24,25,N,Siddharth Group,,,4500000.0
11358,Under Construction,Sep '25,8,N,Regency Group,,,11300000.0
11357,Ready to Move,,6,N,,KDMC,0.0,6500000.0
11356,Under Construction,Mar '24,7,N,Lodha,KDMC,15.0,6000000.0
11355,Under Construction,Mar '26,5,N,Venus Nirvana LLP,KDMC,5.0,4149000.0
11354,Under Construction,Dec '25,25,N,Runwal Developers,,,3000000.0
11353,Ready to Move,,5,N,,KDMC,5.0,12200000.0
11352,Under Construction,Mar '24,12,N,Lodha,KDMC,10.0,4499000.0
11351,Ready to Move,,16,N,Lodha,KDMC,80.0,7200000.0
11350,Under Construction,Dec '24,6,N,Venus Nirvana LLP,KDMC,15.0,4100000.0
11349,Under Construction,Dec '25,13,N,Regency Group,KDMC,1.0,8800000.0
11348,Ready to Move,,1,N,Sai Deep Developers,TMC,,5600000.0
11347,Under Construction,Oct '24,12,N,Runwal Developers,KDMC,20.0,3300000.0
11346,Ready to Move,,4,N,,KDMC,6.0,7200000.0
11345,Under Construction,Dec '23,1,N,,KDMC,6.0,7357500.0
11344,Under Construction,Jun '24,15,N,Runwal Developers,TMC,,3490000.0
11343,Under Construction,Dec '26,10,N,VADOR GROUP,KDMC,10.0,4500000.0
11342,Under Construction,Dec '24,5,N,,KDMC,10.0,12800000.0
11341,Under Construction,Oct '25,8,N,Paradise Group,KDMC,,5100000.0
11340,Under Construction,Mar '25,9,N,Lodha,ABAMNC,100.0,4940000.0
11339,Under Construction,Dec '24,9,N,Lodha,ABAMNC,10.0,3490000.0
11338,Under Construction,,21,N,Runwal Developers,,,3872000.0
11337,Ready to Move,,2,N,Runwal Developers,,,4050000.0
11336,Under Construction,,15,N,Runwal Developers,,,2760000.0
11335,Ready to Move,,6,N,Runwal Developers,,,3080000.0
11334,Under Construction,Dec '23,10,N,Lodha,ABAAut,10.0,5350000.0
11333,Under Construction,Dec '23,1,N,Runwal Developers,ABAMNC,5.0,4495000.0
11332,Ready to Move,,10,N,,KDMC,20.0,11500000.0
11331,Ready to Move,,15,N,,KDMC,3.0,5300000.0
11330,Ready to Move,,5,N,Lodha,ABAMNC,0.0,3600000.0
11329,Under Construction,Dec '23,10,N,Regency Group,KDMC,25.0,8300000.0
11328,Ready to Move,,9,N,,ABAMNC,5.0,4688000.0
11327,Ready to Move,,11,N,Lodha,ABARWA,,4000000.0
11326,Ready to Move,,2,N,Navkar Associates,ABAMNC,3.0,5122750.0
11325,Ready to Move,,1,N,,ABAMNC,3.0,3095000.0
11324,Ready to Move,,2,N,Shree Chamunda Enterprises,ABAMNC,,6400000.0
11323,Ready to Move,,3,N,Runwal Developers,KDMC,1.0,4800000.0
11322,Ready to Move,,8,N,Lodha,,,8199000.0
11321,Ready to Move,,5,N,,KDMC,0.0,15000000.0
11320,Under Construction,Aug '23,24,N,,KDMC,24.0,4990000.0
11319,Ready to Move,,5,N,Versatile Housing,ABAAut,0.0,4000000.0
11318,Under Construction,Dec '23,17,N,Runwal Developers,KDMC,1.0,3700000.0
11317,Under Construction,Jun '25,10,N,Rashi Developers,KDMC,1.0,7000000.0
11316,Ready to Move,Jan '23,2,Y,Versatile Housing,KDMC,5.0,4250000.0
11315,Under Construction,Dec '27,35,Y,Paradise Group,KDMC,200.0,4800000.0
11314,Under Construction,Dec '23,8,Y,Runwal Developers,KDMC,8.0,5500000.0
11313,Ready to Move,,11,Y,Lodha,KDMC,6.0,3100000.0
11312,Ready to Move,,10,Y,Lodha,KDMC,3.0,5400000.0
11311,Under Construction,Jun '23,6,N,,ABAMNC,50.0,4199000.0
11310,Under Construction,Dec '23,11,Y,Regency Group,KDMC,101.0,4000000.0
11309,Ready to Move,,5,Y,Lodha,TMC,0.0,5900000.0
11308,Under Construction,Mar '25,10,Y,Lodha,KDMC,25.0,4400000.0
11307,Under Construction,Dec '26,12,N,Paradise Group,KDMC,50.0,7200000.0
11306,Ready to Move,,4,Y,,KDMC,0.0,5345000.0
11305,Under Construction,Dec '25,21,Y,Paradise Group,KDMC,22.0,4700000.0
11304,Ready to Move,,7,N,,,,4500000.0
11303,Ready to Move,,5,N,,ABAMNC,,6300000.0
11302,Ready to Move,,2,N,,ABAMNC,0.0,4000000.0
11301,Ready to Move,,3,N,,ABAMNC,,9500000.0
11300,Ready to Move,,1,N,RR Enterprise,ABAMNC,,4700000.0
11299,Ready to Move,,18,N,,TMC,1.0,6100000.0
11298,Ready to Move,,12,N,,ABAMNC,,9900000.0
11297,Ready to Move,,8,N,,ABAMNC,0.0,5600000.0
11296,Ready to Move,,7,N,Lodha,ABAMNC,,4200000.0
11295,Ready to Move,,17,N,,,,7600000.0
11294,Under Construction,Oct '24,11,N,,ABAMNC,10.0,6200000.0
11293,Under Construction,Mar '24,4,N,Lodha,KDMC,2.0,6149000.0
11292,Under Construction,Mar '24,4,N,Lodha,KDMC,2.0,4499000.0
11291,Ready to Move,,1,N,,KDMC,0.0,11000000.0
11290,Ready to Move,,10,N,Lodha,KDMC,8.0,4475000.0
11289,Ready to Move,Dec '22,10,N,Marathon Realty Pvt. Ltd.,KDMC,9.0,4400000.0
11288,Under Construction,Dec '24,2,N,Rashi Developers,KDMC,2.0,8068000.0
11287,Ready to Move,,15,N,Lodha,KDMC,6.0,3500000.0
11286,Ready to Move,,5,N,Advance Home Makers Private Limited ,KDMC,10.0,3200000.0
11285,Ready to Move,,4,Y,Lodha,KDMC,2.0,3300000.0
11284,Under Construction,Dec '25,6,N,Paradise Group,KDMC,2.0,4700000.0
11283,Ready to Move,,Upper Basement,N,Lodha,KDMC,3.0,3700000.0
11282,Under Construction,Sep '23,10,N,Lodha,KDMC,5.0,3799500.0
11281,Under Construction,Dec '24,19,N,,KDMC,10.0,3300000.0
11280,Under Construction,Oct '23,20,N,Siddharth Group,ABAAut,5.0,5590000.0
11279,Under Construction,Dec '24,2,N,,TMC,54.0,4000000.0
11278,Under Construction,Dec '23,1,N,Runwal Developers,KDMC,10.0,5500000.0
11277,Ready to Move,Mar '20,9,N,Regency Group,ABADev,,4750000.0
11276,Under Construction,Dec '24,Ground,N,VADOR GROUP,KDMC,123.0,5390671.0
11275,Under Construction,Dec '25,23,N,Mahaavir Universal Homes Pvt. Ltd.,ABAAut,10.0,5950000.0
11274,Ready to Move,,5,N,Lodha,KDMC,2.0,3700000.0
11273,Ready to Move,Dec '22,14,N,Siddharth Group,TMC,30.0,4350000.0
11272,Under Construction,Dec '24,12,N,,KDMC,22.0,3712000.0
11271,Under Construction,Jun '24,Ground,N,Runwal Developers,ABAAut,13.0,8369000.0
11270,Under Construction,Mar '25,5,N,Lodha,ABAMNC,10.0,3320000.0
11269,Under Construction,Dec '23,4,N,Asian Buildcon,KDMC,4.0,2349000.0
11268,Ready to Move,,Ground,N,,KDMC,3.0,4500000.0
11267,Under Construction,Dec '26,5,N,Venus Nirvana LLP,KDMC,2.0,4149000.0
11266,Under Construction,Aug '23,12,N,Regency Group,KDMC,3.0,4400000.0
11265,Under Construction,Dec '24,10,N,Runwal Developers,ABAAut,15.0,5700000.0
11264,Under Construction,Mar '24,14,N,Lodha,KDMC,9.0,7400000.0
11263,Under Construction,Dec '24,7,N,Asian Buildcon,KDMC,5.0,3000000.0
11262,Ready to Move,Dec '22,12,N,Regency Group,KDMC,15.0,5300000.0
11261,Ready to Move,,19,N,Lodha,ABAMNC,2.0,5200000.0
11260,Ready to Move,,4,N,Lodha,ABAMNC,2.0,3500000.0
11259,Ready to Move,,5,Y,Lodha,ABAMNC,3.0,3000000.0
11258,Ready to Move,,6,N,Lodha,ABAMNC,2.0,4700000.0
11257,Ready to Move,,9,N,Ashirwad Builders,ABAAut,10.0,3500000.0
11256,Ready to Move,,5,Y,Lodha,ABAMNC,4.0,3400000.0
11255,Ready to Move,,Ground,N,,ABAMNC,2.0,3200000.0
11254,Ready to Move,,12,N,Lodha,KDMC,2.0,5400000.0
11253,Ready to Move,,17,Y,,ABAMNC,5.0,3400000.0
11252,Ready to Move,,4,N,,ABAMNC,5.0,4300000.0
11251,Under Construction,Dec '24,21,N,Mahaavir Universal Homes Pvt. Ltd.,KDMC,11.0,4500000.0
11250,Ready to Move,,5,N,,KDMC,3.0,6750000.0
11249,Under Construction,Oct '25,,N,Paradise Group,KDMC,,14150000.0
11248,Ready to Move,,15,N,,TMC,0.0,4100000.0
11247,Under Construction,Dec '23,13,N,Runwal Developers,KDMC,10.0,5600000.0
11246,Under Construction,Dec '23,13,N,Runwal Developers,KDMC,10.0,4000000.0
11245,Ready to Move,,2,N,,KDMC,0.0,6000000.0
11244,Under Construction,Dec '24,9,N,Mahaavir Universal Homes Pvt. Ltd.,KDMC,3.0,4499000.0
11243,Ready to Move,,10,N,Regency Group,KDMC,7.0,8499000.0
11242,Under Construction,Dec '23,24,N,Siddharth Group,TMC,15.0,5500000.0
11241,Ready to Move,,5,N,,ABAMNC,4.0,5300000.0
11240,Under Construction,Dec '23,33,N,Marathon Realty Pvt. Ltd.,KDMC,10.0,3800000.0
11239,Ready to Move,,3,N,,ABAMNC,0.0,5000000.0
11238,Ready to Move,,14,Y,Runwal Developers,KDMC,12.0,5300000.0
11237,Under Construction,Jun '24,9,N,Lodha,KDMC,12.0,5849000.0
11236,Under Construction,Dec '23,,Y,Prabhat Developers,,,3900000.0
11235,Under Construction,Mar '23,,Y,Regency Group,,,4900000.0
11234,Under Construction,May '25,,Y,Venus Nirvana LLP,,,3750000.0
11233,Jun '24,Jun '24,,Y,Lodha,,,4559000.0
11232,Under Construction,May '25,,Y,Venus Nirvana LLP,,,3750000.0
11231,Dec '24,Dec '24,,Y,VADOR GROUP,,,9270000.0
11230,Under Construction,Dec '23,14,N,Runwal Developers,ABADev,4.0,3500000.0
11229,Under Construction,May '25,5,N,Paradise Group,ABAMNC,2.0,7550000.0
11228,Under Construction,Dec '26,18,N,Paradise Group,ABADev,5.0,4700000.0
11227,Sep '23,Sep '23,,Y,VHS Developers,,,5050000.0
11226,Mar '25,,,Y,Lodha,,,3490000.0
11225,Mar '24,Dec '23,,Y,Ashapura Builders and Developers,,,3650000.0
11224,Under Construction,Dec '24,20,N,Lodha,KDMC,16.0,6799000.0
11223,Under Construction,Jun '23,15,N,Runwal Developers,KDMC,0.0,11900000.0
11222,Dec '26,Dec '26,,Y,Paradise Group,,,8470000.0
11221,Dec '26,Dec '26,,Y,Paradise Group,,,4700000.0
11220,Dec '26,Dec '26,,Y,Paradise Group,,,10700000.0
11219,Dec '24,May '23,,Y,Runwal Developers,,,3800000.0
11218,Under Construction,Dec '24,5,N,Lodha,,15.0,4399000.0
11217,Ready to Move,,7,N,,,,17500000.0
11216,Under Construction,Dec '23,20,Y,,MCGM,,32500000.0
11215,Ready to Move,,14,N,Malhar Construction,,2.0,19500000.0
11214,Ready to Move,,19,Y,Malhar Construction,MCGM,2.0,19000000.0
11213,Ready to Move,,6,N,,,1.0,8600001.0
11212,Ready to Move,,2,N,,,,9900000.0
11211,Under Construction,May '23,7,N,,MCGM,2.0,18600000.0
11210,Under Construction,Mar '25,5,N,Kolte Patil Developers Ltd.,MCGM,0.0,15600000.0
11209,Ready to Move,,1,N,,,,17500000.0
11208,Under Construction,Jun '24,Upper Basement,Y,Kolte Patil Developers Ltd.,ABADev,10.0,16500000.0
11207,Ready to Move,,19,N,,MCGM,3.0,19000000.0
11206,Under Construction,Mar '23,10,Y,Gaiagen Technologies Private Limited,MCGM,1.0,27600000.0
11205,Ready to Move,,14,N,Malhar Construction,MCGM,2.0,18800000.0
11204,Ready to Move,,2,N,,MCGM,1.0,18505000.0
11203,Ready to Move,,18,N,Malhar Construction,MHADA,2.0,26000000.0
11202,Ready to Move,,1,N,,MCGM,0.0,9700000.0
11201,Ready to Move,,2,N,,MCGM,0.0,14000000.0
11200,Ready to Move,,2,N,,,0.0,8800000.0
11199,Ready to Move,,,N,,,,21500000.0
11198,Ready to Move,,6,N,,MCGM,7.0,18600000.0
11197,Under Construction,Mar '25,5,N,Kolte Patil Developers Ltd.,MCGM,0.0,15600000.0
11196,Ready to Move,,18,N,,,,19500000.0
11195,Ready to Move,,8,N,,MCGM,3.0,14000000.0
11194,Ready to Move,,2,N,,MCGM,0.0,6500000.0
11193,Under Construction,May '23,7,Y,Gaiagen Technologies Private Limited,MCGM,5.0,18600000.0
11192,Ready to Move,,19,Y,,MCGM,3.0,19000000.0
11191,Ready to Move,,19,N,,MCGM,3.0,24000000.0
11190,Ready to Move,,18,N,Malhar Construction,,4.0,19500000.0
11189,Ready to Move,,12,N,Malhar Construction,MCGM,1.0,18000000.0
11188,Ready to Move,,3,N,Malhar Construction,MCGM,2.0,18000000.0
11187,Ready to Move,,,N,,,,21500000.0
11186,Ready to Move,,6,N,,MCGM,7.0,18600000.0
11185,Under Construction,Mar '25,5,N,Kolte Patil Developers Ltd.,MCGM,0.0,15600000.0
11184,Ready to Move,,18,N,,,,19500000.0
11183,Ready to Move,,8,N,,MCGM,3.0,14000000.0
11182,Ready to Move,,2,N,,MCGM,0.0,6500000.0
11181,Under Construction,May '23,7,Y,Gaiagen Technologies Private Limited,MCGM,5.0,18600000.0
11180,Ready to Move,,19,Y,,MCGM,3.0,19000000.0
11179,Ready to Move,,19,N,,MCGM,3.0,24000000.0
11178,Ready to Move,,18,N,Malhar Construction,,4.0,19500000.0
11177,Ready to Move,,12,N,Malhar Construction,MCGM,1.0,18000000.0
11176,Ready to Move,,3,N,Malhar Construction,MCGM,2.0,18000000.0
11175,Ready to Move,,Ground,N,,,,6000000.0
11174,Ready to Move,,17,N,,,,18000000.0
11173,Ready to Move,Dec '22,1,N,Aaryadeep Builders,,,15000000.0
11172,Ready to Move,,18,N,Moonstar Enterprise,,,18000000.0
11171,Ready to Move,,1,N,,,,5800000.0
11170,Ready to Move,,3,N,,,,8000000.0
11169,Ready to Move,,5,N,,,,3500000.0
11168,Ready to Move,,6,N,,,,8000000.0
11167,Ready to Move,,Ground,N,,,,8000000.0
11166,Ready to Move,,2,N,,MCGM,1.0,6500000.0
11165,Ready to Move,,3,N,,,,10000000.0
11164,Ready to Move,,4,N,,,,9000000.0
11163,Ready to Move,,7,N,,,,12500000.0
11162,Ready to Move,,12,N,Gaiagen Technologies Private Limited,MCGM,10.0,18600000.0
11161,Ready to Move,,7,N,,,1.0,12500000.0
11160,Ready to Move,,6,N,Rustomjee,MCGM,0.0,12100000.0
11159,Ready to Move,,5,N,Cooperative Group Housing Society,,1.0,10500000.0
11158,Ready to Move,,7,N,,,,17500000.0
11157,Ready to Move,,3,N,,,,16300000.0
11156,Ready to Move,,4,N,,ABAMNC,,6000000.0
11155,Ready to Move,,3,N,,,,10000000.0
11154,Ready to Move,,1,N,,,,12000000.0
11153,Ready to Move,,4,N,,MCGM,1.0,13200000.0
11152,Ready to Move,,1,N,,,,13500000.0
11151,Ready to Move,,6,N,Rajesh Builders,,,25000000.0
11150,Under Construction,Aug '23,5,N,,,,8600000.0
11149,Ready to Move,,1,N,Legend Group,,,10000000.0
11148,Ready to Move,Jun '21,2,N,Aaryadeep Builders,MCGM,1.0,10500000.0
11147,Ready to Move,,19,N,Malhar Construction,MHADA,,19500000.0
11146,Ready to Move,,6,N,Gagangiri Development Corp,MCGM,1.0,13200000.0
11145,Ready to Move,,3,N,,,0.0,11000000.0
11144,Ready to Move,,10,N,,,,18100000.0
11143,Ready to Move,,10,N,Bhatia Group Pvt. Ltd.,,,11200000.0
11142,Ready to Move,,2,N,,,1.0,10500000.0
11141,Ready to Move,,1,N,,MCGM,0.0,8000000.0
11140,Ready to Move,,9,N,,MCGM,0.0,18000000.0
11139,Ready to Move,,6,N,,MCGM,0.0,9500000.0
11138,Ready to Move,,4,N,Mohanani Builders,MCGM,0.0,14000000.0
11137,Ready to Move,,1,N,,,,11000000.0
11136,Ready to Move,,3,N,,,,18500000.0
11135,Ready to Move,,17,N,Dimple realtors Pvt. Ltd.,,,27500000.0
11134,Under Construction,Jun '24,Lower Basement,N,Kolte Patil Developers Ltd.,ABADev,10.0,11200000.0
11133,Ready to Move,,7,N,,ABAAut,,14500000.0
11132,Ready to Move,,2,N,,,1.0,14500000.0
11131,Ready to Move,,4,N,,,,7100000.0
11130,Ready to Move,,2,N,,,,20000000.0
11129,Ready to Move,,3,N,,,,9050000.0
11128,Ready to Move,,,N,,ABARWA,,8950000.0
11127,Ready to Move,,,N,,ABAMNC,,6800000.0
11126,Under Construction,Dec '23,9,N,,MCGM,5.0,10100000.0
11125,Under Construction,Dec '24,17,N,Kolte Patil Developers Ltd.,MCGM,25.0,19000000.0
11124,Ready to Move,,4,Y,Prithvi Developers,,0.0,15000000.0
11123,Ready to Move,,4,N,,MCGM,0.0,12000000.0
11122,Ready to Move,,11,Y,Malhar Construction,MCGM,0.0,18700000.0
11121,Ready to Move,,7,N,,,,13600000.0
11120,Ready to Move,,2,N,,,,10500000.0
11119,Ready to Move,,6,N,,,,9500000.0
11118,Ready to Move,,6,N,,MCGM,0.0,12800000.0
11117,Under Construction,Mar '25,5,N,Kolte Patil Developers Ltd.,MCGM,0.0,11900000.0
11116,Ready to Move,,6,N,,,,16000000.0
11115,Ready to Move,,16,N,,MCGM,2.0,28500000.0
11114,Ready to Move,,6,N,,MCGM,2.0,17800000.0
11113,Ready to Move,,6,N,,MCGM,0.0,23500000.0
11112,Ready to Move,,18,N,Moonstar Enterprise,,,17000000.0
11111,Under Construction,May '23,5,N,,,,16500000.0
11110,Ready to Move,,10,Y,,MCGM,0.0,17500000.0
11109,Ready to Move,,,N,,ABAMNC,0.0,17200000.0
11108,Ready to Move,,3,N,,MCGM,3.0,21000000.0
11107,Ready to Move,,4,N,,MHADA,,12500000.0
11106,Under Construction,Jun '25,6,N,,MCGM,50.0,20500000.0
11105,Ready to Move,,14,N,,,,17500000.0
11104,Ready to Move,,4,N,,,,22000000.0
11103,Ready to Move,,6,N,,,,11500000.0
11102,Ready to Move,,1,N,Elpro International,MCGM,0.0,9000000.0
11101,Ready to Move,,19,N,Malhar Construction,,2.0,19500000.0
11100,Ready to Move,,9,N,Malhar Construction,MCGM,0.0,22500000.0
11099,Ready to Move,,12,N,,,,10300000.0
11098,Ready to Move,,4,N,Malhar Construction,MCGM,3.0,21000000.0
11097,Under Construction,Dec '23,15,N,,MCGM,10.0,10000000.0
11096,Ready to Move,Jun '22,21,N,,MCGM,6.0,7000000.0
11095,Under Construction,Dec '23,23,N,,MCGM,50.0,10400000.0
11094,Ready to Move,,2,N,,MCGM,1.0,9500000.0
11093,Under Construction,Dec '26,20,N,N Rose Developers Pvt. Ltd.,MHADA,20.0,24900000.0
11092,Ready to Move,,12,N,,ABAMNC,3.0,9800000.0
11091,Ready to Move,,9,N,Sahakar Group,MCGM,10.0,7500000.0
11090,Ready to Move,,10,N,Sanghvi Premises,ABAMNC,9.0,5875000.0
11089,Under Construction,Dec '23,10,Y,The Dynamix Group,MCGM,4.0,8900000.0
11088,Under Construction,Dec '23,4,N,,MCGM,27.0,8700000.0
11087,Under Construction,Dec '25,5,N,N Rose Developers Pvt. Ltd.,MCGM,21.0,16100000.0
11086,Ready to Move,,3,N,,MCGM,0.0,16500000.0
11085,Ready to Move,,3,N,,MCGM,0.0,9000000.0
11084,Under Construction,Aug '23,11,N,Sanghvi Premises,ABAMNC,6.0,5800000.0
11083,Under Construction,Dec '26,35,N,N Rose Developers Pvt. Ltd.,MCGM,0.0,15920000.0
11082,Ready to Move,,32,N,N Rose Developers Pvt. Ltd.,ABADev,3.0,22500000.0
11081,Ready to Move,,,N,,,50.0,11000000.0
11080,Ready to Move,,8,N,,ABAMNC,2.0,10600000.0
11079,Ready to Move,May '22,35,N,N Rose Developers Pvt. Ltd.,MCGM,1.0,17700000.0
11078,Under Construction,Dec '25,5,Y,N Rose Developers Pvt. Ltd.,MCGM,3.0,23500000.0
11077,Ready to Move,,3,N,Ashwin Sheth Group,,0.0,12500000.0
11076,Under Construction,Dec '26,12,Y,N Rose Developers Pvt. Ltd.,MCGM,5.0,15900000.0
11075,Under Construction,Dec '24,16,N,The Dynamix Group,MCGM,2.0,10400000.0
11074,Under Construction,Dec '24,23,N,The Dynamix Group,ABADev,4.0,7000000.0
11073,Under Construction,Dec '25,24,N,N Rose Developers Pvt. Ltd.,ABAMNC,50.0,15800000.0
11072,Under Construction,Dec '24,20,N,The Dynamix Group,ABAMNC,10.0,9850000.0
11071,Under Construction,Dec '24,8,N,The Dynamix Group,MCGM,45.0,6800000.0
11070,Dec '26,Dec '26,,Y,N Rose Developers Pvt. Ltd.,,,24500000.0
11069,Dec '26,Dec '26,,Y,N Rose Developers Pvt. Ltd.,,,14190000.0
11068,Jun '24,Jun '24,,Y,The Dynamix Group,,,7990000.0
11067,Under Construction,Dec '24,23,N,The Dynamix Group,ABADev,4.0,7000000.0
11066,Under Construction,Dec '25,24,N,N Rose Developers Pvt. Ltd.,ABAMNC,50.0,15800000.0
11065,Under Construction,Dec '24,20,N,The Dynamix Group,ABAMNC,10.0,9850000.0
11064,Under Construction,Dec '24,8,N,The Dynamix Group,MCGM,45.0,6800000.0
11063,Dec '26,Dec '26,,Y,N Rose Developers Pvt. Ltd.,,,24500000.0
11062,Dec '26,Dec '26,,Y,N Rose Developers Pvt. Ltd.,,,14190000.0
11061,Jun '24,Jun '24,,Y,The Dynamix Group,,,7990000.0
11060,Ready to Move,,5,N,Sadguru Group Housing & Infrastructure,,,2500000.0
11059,Ready to Move,,9,N,,MCGM,0.0,4999999.0
11058,Ready to Move,,Ground,N,,,,1600000.0
11057,Ready to Move,,16,N,N Rose Developers Pvt. Ltd.,,,22000000.0
11056,Ready to Move,,1,N,AD Pawar Builders,,,9200000.0
11055,Ready to Move,,2,N,Ashwin Sheth Group,,,15000000.0
11054,Ready to Move,,11,N,Chandak Group,,,8100000.0
11053,Ready to Move,,6,N,Ashwin Sheth Group,,,9600000.0
11052,Ready to Move,,7,N,Jaya Builders,,,4800000.0
11051,Ready to Move,,10,N,Sadguru Group,,,13500000.0
11050,Ready to Move,,Ground,N,,,,6300000.0
11049,Ready to Move,,2,N,Nahalchand Laloochand Pvt. Ltd.,,,27000000.0
11048,Ready to Move,,19,N,A and O Realty,,,8900000.0
11047,Ready to Move,,,N,,,,14000000.0
11046,Ready to Move,,1,N,,,,18000000.0
11045,Ready to Move,,2,N,,MCGM,,11200000.0
11044,Ready to Move,,Ground,N,,,,7100000.0
11043,Ready to Move,,1,N,,,,8700000.0
11042,Ready to Move,,3,N,,,,10000000.0
11041,Ready to Move,,,N,Namo Realty and Infra LLP,,,16000000.0
11040,Ready to Move,,4,N,,,,8000000.0
11039,Ready to Move,,Ground,N,,,,5790000.0
11038,Ready to Move,,5,N,Cooperative Group Housing Society,,,11500000.0
11037,Ready to Move,,2,N,,,,12800000.0
11036,Ready to Move,,4,N,,,,9500000.0
11035,Ready to Move,,10,N,,,,4500000.0
11034,Ready to Move,,6,N,Ashwin Sheth Group,MCGM,0.0,13000000.0
11033,Ready to Move,,15,N,,MCGM,0.0,13500000.0
11032,Ready to Move,,4,N,,,,6500000.0
