ID,Possession Status,Availability Starts From,Floor No,Commercial,Developer,Approved Authority Name,Units Available,Price
1547,Under Construction,Dec '25,27,N,Lodha,ABADev,4.0,18700000.0
1546,Ready to Move,,11,N,Arkade Group,,,22500000.0
1545,Ready to Move,,,N,,,0.0,14900000.0
1544,Ready to Move,,20,N,Kanakia Spaces Realty Pvt. Ltd.,MCGM,0.0,17000000.0
1543,Ready to Move,,5,N,,,0.0,13500000.0
1542,Ready to Move,,,N,,,1.0,8850000.0
1541,Ready to Move,,2,N,Divine Housing Development Company,,,14500000.0
1540,Ready to Move,,5,N,Bhoomi Group,,0.0,14500000.0
1539,Ready to Move,,7,N,Evershine Builders,,1.0,9500000.0
1538,Ready to Move,,6,N,,,1.0,10000000.0
1537,Ready to Move,,3,N,Sheth Creators Pvt. Ltd.,MCGM,0.0,9000000.0
1536,Under Construction,Sep '24,35,N,,MCGM,1.0,18500000.0
1535,Under Construction,Dec '23,12,N,Lodha,MCGM,0.0,19900000.0
1534,Ready to Move,,15,N,Rajesh LifeSpaces,,,18000000.0
1533,Ready to Move,,3,N,,MCGM,1.0,9950000.0
1532,Under Construction,Dec '23,15,N,,MCGM,1.0,34000000.0
1531,Ready to Move,,11,N,Shapoorji Pallonji Group,MCGM,5.0,22000000.0
1530,Under Construction,Dec '23,9,N,Lodha,MCGM,100.0,19000000.0
1529,Ready to Move,,7,N,Evershine Builders,MCGM,2.0,16000000.0
1528,Under Construction,Dec '23,9,N,,MCGM,25.0,17500000.0
1527,Ready to Move,,,N,,MCGM,0.0,13000000.0
1526,Ready to Move,,17,N,S D CORPORATION PVT. LTD.,MCGM,3.0,25000000.0
1525,Under Construction,Dec '24,24,N,Godrej Properties,MCGM,,16500000.0
1524,Ready to Move,,11,N,Kanakia Spaces Realty Pvt. Ltd.,MCGM,0.0,17000000.0
1523,Ready to Move,,15,N,SD Corporation Pvt. Ltd.,,8.0,12500000.0
1522,Under Construction,Dec '25,23,N,Sethia Infrastructure,ABAMNC,11.0,7700000.0
1521,Under Construction,Dec '23,12,N,Godrej Properties,MCGM,20.0,15500000.0
1520,Ready to Move,,9,N,The Gundecha Group,MCGM,,15800000.0
1519,Under Construction,Dec '26,10,N,Sethia Infrastructure,MCGM,5.0,8500000.0
1518,Under Construction,Dec '23,26,N,UK Realty,MCGM,4.0,11000000.0
1517,Under Construction,Dec '25,18,N,Kalpataru Ltd.,MCGM,4.0,12100000.0
1516,Under Construction,Dec '26,25,N,,MCGM,,9700000.0
1515,Ready to Move,,7,N,Evershine Builders,MCGM,1.0,15200000.0
1514,Under Construction,Dec '23,,N,,MCGM,36.0,17400000.0
1513,Under Construction,Dec '25,18,N,,MCGM,3.0,13000000.0
1512,Under Construction,Dec '24,11,N,Lodha,ABAMNC,15.0,30600000.0
1511,Under Construction,Jun '24,11,N,Lodha,MCGM,,18000000.0
1510,Ready to Move,,11,N,Gundecha Developing Milestone,MCGM,0.0,26000000.0
1509,Under Construction,Dec '25,7,N,Mahaveer Construction,MCGM,7.0,14500000.0
1508,Ready to Move,,17,N,Bren Corporation,MCGM,0.0,33000000.0
1507,Ready to Move,,8,N,Oberoi Realty Ltd.,ABAMNC,0.0,25500000.0
1506,Ready to Move,,12,N,Lokhandwala Construction Industries Pvt. Ltd.,,3.0,18800000.0
1505,Under Construction,Jun '23,17,N,,ABADev,4.0,10800000.0
1504,Ready to Move,,15,N,Shree Riddhi Siddhi Real Ventures LLP,MCGM,8.0,14500000.0
1503,Ready to Move,Dec '22,28,N,Rajesh LifeSpaces,MCGM,0.0,12000000.0
1502,Ready to Move,,16,N,Tirupathi Enterprises,MCGM,2.0,14100000.0
1501,Ready to Move,,18,N,,,,24400000.0
1500,Ready to Move,,1,N,Raheja Universal Pvt. Ltd.,MCGM,0.0,19800000.0
1499,Under Construction,Dec '26,1,N,SD Corporation Pvt. Ltd.,MCGM,,29801000.0
1498,Under Construction,May '24,1,N,UK Realty,MCGM,2.0,7800000.0
1497,Ready to Move,Dec '22,3,N,Adinathay Enterprises,MCGM,10.0,13600000.0
1496,Under Construction,Dec '27,22,N,Sethia Infrastructure,MCGM,30.0,8588000.0
1495,Ready to Move,,35,N,,,,17900000.0
1494,Ready to Move,,6,N,Cooperative Group Housing Society,MCGM,0.0,12500000.0
1493,Under Construction,Dec '23,20,N,Godrej Properties,ABAMNC,11.0,19900000.0
1492,Under Construction,Mar '23,12,N,Godrej Properties,MHADA,5.0,17000000.0
1491,Ready to Move,,16,N,,MCGM,2.0,45400000.0
1490,Ready to Move,,,N,Godrej Properties,,1.0,15000000.0
1489,Ready to Move,,2,N,Gundecha Developing Milestone,ABADev,,22000000.0
1488,Ready to Move,,8,N,,MCGM,0.0,34000000.0
1487,Ready to Move,,6,N,SD Corporation Pvt. Ltd.,MCGM,3.0,32500000.0
1486,Under Construction,Dec '25,12,N,SD Corporation Pvt. Ltd.,MCGM,5.0,25900000.0
1485,Ready to Move,,2,N,Divine Housing Development Company,MCGM,0.0,11000000.0
1484,Ready to Move,,9,N,,,0.0,38000000.0
1483,Ready to Move,Jan '23,35,N,Mahindra Lifespace Developers Ltd.,ABAMNC,,16800000.0
1482,Ready to Move,,2,N,Adinathay Enterprises,MCGM,0.0,11000000.0
1481,Ready to Move,,5,N,Kanakia Spaces Realty Pvt. Ltd.,MCGM,0.0,10000000.0
1480,Under Construction,Dec '23,2,N,Godrej Properties,MCGM,45.0,11300000.0
1479,Ready to Move,,17,N,Bren Corporation,MCGM,0.0,32500000.0
1478,Ready to Move,,25,N,SD Corporation Pvt. Ltd.,MCGM,0.0,34500000.0
1477,Under Construction,Dec '24,17,N,,MCGM,34.0,11000000.0
1476,Ready to Move,,,N,,,4.0,15100000.0
1475,Ready to Move,Jan '23,,N,,,,21500000.0
1474,Ready to Move,,4,N,Thakur Group,MCGM,0.0,26500000.0
1473,Ready to Move,,9,N,Lokhandwala Builders,,,18400000.0
1472,Ready to Move,,4,N,Raheja Universal Pvt. Ltd.,MCGM,10.0,18500000.0
1471,Ready to Move,,16,N,,MCGM,,25000000.0
1470,Ready to Move,,35,N,Mahindra Lifespace Developers Ltd.,MCGM,0.0,15900000.0
1469,Ready to Move,,35,N,Mahindra Lifespace Developers Ltd.,MCGM,3.0,18000000.0
1468,Ready to Move,,5,N,Raheja Universal Pvt. Ltd.,ABAMNC,0.0,34500000.0
1467,Ready to Move,,32,N,Shapoorji Pallonji Group,ABARWA,,31500000.0
1466,Ready to Move,,19,N,Shapoorji Pallonji Real Estate,MCGM,3.0,33500000.0
1465,Under Construction,Dec '23,5,N,Lodha,MCGM,7.0,19500000.0
1464,Ready to Move,,5,N,,MCGM,1.0,21000000.0
1463,Ready to Move,,,N,SD Corporation Pvt. Ltd.,,4.0,18000000.0
1462,Ready to Move,,14,N,Lokhandwala Construction Industries Pvt. Ltd.,MCGM,,17500000.0
1461,Ready to Move,,26,N,SD Corporation Pvt. Ltd.,MCGM,1.0,31800000.0
1460,Ready to Move,,21,N,,ABADev,6.0,30000000.0
1459,Ready to Move,,,N,,,0.0,8000000.0
1458,Under Construction,Dec '25,10,N,Sethia Infrastructure,ABADev,16.0,11101000.0
1457,Ready to Move,,43,N,Shapoorji Pallonji Real Estate,MCGM,1.0,35000000.0
1456,Ready to Move,,45,N,Shapoorji Pallonji Real Estate,ABAMNC,0.0,33000000.0
1455,Ready to Move,,1,Y,Gundecha Developing Milestone,MCGM,1.0,11000000.0
1454,Ready to Move,,1,Y,,MCGM,2.0,10000000.0
1453,Ready to Move,,5,N,,,,23000000.0
1452,Under Construction,Dec '25,27,Y,UK Realty,ABADev,4.0,12000000.0
1451,Under Construction,Dec '25,23,N,Lodha,ABADev,4.0,18900000.0
1450,Under Construction,Dec '25,9,Y,SD Corporation Pvt. Ltd.,MCGM,98.0,25400000.0
1449,Under Construction,Dec '25,8,Y,Kalpataru Ltd.,MCGM,120.0,18600000.0
1448,Ready to Move,,,N,,,10.0,20000000.0
1447,Under Construction,Aug '25,4,N,Sethia Infrastructure,MMRDA,10.0,8782000.0
1446,Dec '24,Dec '25,,Y,SD Corporation Pvt. Ltd.,,,29000000.0
1445,Dec '24,Dec '25,,Y,SD Corporation Pvt. Ltd.,,,24200000.0
1444,Dec '26,Dec '26,,Y,Sethia Infrastructure,,,8500000.0
1443,Dec '26,Dec '26,,Y,Sethia Infrastructure,,,12500000.0
1442,Ready to Move,,,N,Godrej Properties,,0.0,16500000.0
1441,Ready to Move,,24,N,SD Corporation Pvt. Ltd.,MCGM,0.0,33000000.0
1440,Ready to Move,,1,N,,MCGM,0.0,37500000.0
1439,Ready to Move,,5,N,Oberoi Realty Ltd.,MCGM,2.0,45000000.0
1438,Ready to Move,,6,N,,"MCGM,HMDA,GHMC,BIAAPA,BDA",,23500000.0
1437,Ready to Move,,4,N,Indra Darshan Developer,MCGM,0.0,39000000.0
1436,Ready to Move,,4,N,,MCGM,0.0,31000000.0
1435,Ready to Move,,,N,RNA NG Builders,,,34500000.0
1434,Ready to Move,,15,N,Adani Realty,ABARWA,2.0,66000000.0
1433,Ready to Move,,4,N,,,0.0,29000000.0
1432,Ready to Move,,3,N,,MCGM,0.0,50300000.0
1431,Ready to Move,,10,N,Windsor Realty,MCGM,,190000000.0
1430,Ready to Move,,22,N,RNA NG Builders,MCGM,4.0,41500000.0
1429,Ready to Move,,7,N,Evershine Group,MCGM,,21000000.0
1428,Ready to Move,,18,N,Adani Realty,MCGM,1.0,65500000.0
1427,Under Construction,Jul '25,11,Y,Hubtown Ltd.,MCGM,4.0,35500000.0
1426,Ready to Move,,6,N,Oberoi Realty Ltd.,MCGM,0.0,140000000.0
1425,Under Construction,Jun '23,13,N,Platinum Corp,ABADev,4.0,24500000.0
1424,Ready to Move,,12,N,Aditya Real Estates,MCGM,,100000000.0
1423,Under Construction,Dec '26,5,Y,Adani Realty,MCGM,,37100000.0
1422,Under Construction,Dec '26,6,Y,Adani Realty,MCGM,130.0,27300000.0
1421,Under Construction,Apr '24,10,N,,MCGM,5.0,50000000.0
1420,Dec '23,Dec '23,,Y,Hetali Group,,,12300000.0
1419,Dec '23,Dec '23,,Y,Hetali Group,,,27000000.0
1418,Dec '25,Dec '25,,Y,Ashwin Sheth Group,,,36100000.0
1417,Dec '25,Dec '25,,Y,Ashwin Sheth Group,,,23800000.0
1416,Under Construction,Mar '23,11,N,Shree Naman Group,MCGM,15.0,26500000.0
1415,Dec '25,Dec '25,,Y,Platinum Corp Developer LLP,,,26620000.0
1414,Dec '25,Dec '25,,Y,Platinum Corp,,,33504508.0
1413,Under Construction,Jun '23,16,Y,JP Infra,MCGM,0.0,19900000.0
1412,Ready to Move,,,N,Rustomjee,,0.0,59900000.0
1411,Ready to Move,,,Y,Interintel Constructions,,,65000000.0
1410,Ready to Move,,22,N,RNA NG Builders,MCGM,4.0,41500000.0
1409,Ready to Move,,7,N,Evershine Group,MCGM,,21000000.0
1408,Ready to Move,,18,N,Adani Realty,MCGM,1.0,65500000.0
1407,Under Construction,Jul '25,11,Y,Hubtown Ltd.,MCGM,4.0,35500000.0
1406,Ready to Move,,6,N,Oberoi Realty Ltd.,MCGM,0.0,140000000.0
1405,Under Construction,Jun '23,13,N,Platinum Corp,ABADev,4.0,24500000.0
1404,Ready to Move,,12,N,Aditya Real Estates,MCGM,,100000000.0
1403,Under Construction,Dec '26,5,Y,Adani Realty,MCGM,,37100000.0
1402,Under Construction,Dec '26,6,Y,Adani Realty,MCGM,130.0,27300000.0
1401,Under Construction,Apr '24,10,N,,MCGM,5.0,50000000.0
1400,Dec '23,Dec '23,,Y,Hetali Group,,,12300000.0
1399,Dec '23,Dec '23,,Y,Hetali Group,,,27000000.0
1398,Dec '25,Dec '25,,Y,Ashwin Sheth Group,,,36100000.0
1397,Dec '25,Dec '25,,Y,Ashwin Sheth Group,,,23800000.0
1396,Under Construction,Mar '23,11,N,Shree Naman Group,MCGM,15.0,26500000.0
1395,Dec '25,Dec '25,,Y,Platinum Corp Developer LLP,,,26620000.0
1394,Dec '25,Dec '25,,Y,Platinum Corp,,,33504508.0
1393,Under Construction,Jun '23,16,Y,JP Infra,MCGM,0.0,19900000.0
1392,Ready to Move,,,N,Rustomjee,,0.0,59900000.0
1391,Ready to Move,,,Y,Interintel Constructions,,,65000000.0
1390,Ready to Move,,4,N,,,,34800000.0
1389,,,,N,Dev Land Housing Ltd.,,,
1388,Select Date,,3,Y,,,,
1387,,,,N,,,,
1386,Ready to Move,,1,N,,,,2600000.0
1385,Ready to Move,,7,N,Ajmera Cityscapes,,,10500000.0
1384,Ready to Move,,11,N,,,,17800000.0
1383,Ready to Move,,3,N,,,,2300000.0
1382,Ready to Move,,Ground,Y,,,,8500000.0
1381,Ready to Move,,4,N,,,2.0,800000.0
1380,Under Construction,Jun '23,3,N,,,,2278000.0
1379,Ready to Move,,32,Y,Oberoi Realty Ltd.,MCGM,,125000000.0
1378,Under Construction,Sep '23,5,N,Platinum Corp,MCGM,43.0,30382500.0
1377,Ready to Move,,,Y,Jaycee Homes Ltd.,ABAAut,3.0,28000000.0
1376,Ready to Move,,10,N,Venus Group of Companies,,,9500000.0
1375,Ready to Move,,Ground,N,,,,9800000.0
1374,Ready to Move,,4,N,Sagar Builders,,,16000000.0
1373,Ready to Move,,10,N,Shiv Shakti Group,,,34200000.0
1372,Ready to Move,Oct '22,4,N,,,,3700000.0
1371,Under Construction,Dec '25,,Y,Transcon Group,,,23500000.0
1370,Ready to Move,,13,N,HCBS Developer,,,30000000.0
1369,Ready to Move,,6,N,Cooperative Group Housing Society,,,112000000.0
1368,Ready to Move,,5,N,Chaitanya Group,,,22500000.0
1367,Ready to Move,,7,N,Sagar Builders,,,17000000.0
1366,Ready to Move,,4,N,Mega Realtors,,,2000000.0
1365,Ready to Move,,11,N,KIA Groups,,,42500000.0
1364,Ready to Move,,2,N,Shiv Shakti Group,,,22000000.0
1363,Ready to Move,,3,N,Sahajanand Developers,,,15000000.0
1362,Ready to Move,,16,N,Sahajanand Infrastructure Pvt. Ltd.,,,25000000.0
1361,Ready to Move,,5,N,Grace Group Of Companies,,,26000000.0
1360,Ready to Move,,4,N,Indra Darshan Developer,,,30000000.0
1359,Ready to Move,,7,N,Aditi Builders,,,24000000.0
1358,Ready to Move,,17,N,Shiv Shakti Group,,,45000000.0
1357,Ready to Move,,1,N,,ABAMNC,0.0,21000000.0
1356,Ready to Move,,11,N,Platinum Corp,,,11500000.0
1355,Ready to Move,,3,N,Tara Group,,,25000000.0
1354,Ready to Move,,6,N,Ajmera Cityscapes,,,20000000.0
1353,Ready to Move,,8,N,Ajmera Cityscapes,,,17500000.0
1352,Ready to Move,,8,N,Lotus Group,,,19000000.0
1351,Ready to Move,,3,N,Cooperative Group Housing Society,,,6000000.0
1350,Ready to Move,,7,N,Khandelwal Group,,,20000000.0
1349,Ready to Move,,10,N,,,,25000000.0
1348,Ready to Move,,7,N,Savgan Group,,,22500000.0
1347,Ready to Move,,1,N,,,,40000000.0
1346,Ready to Move,,2,N,D Kapoor Land Developers,,,14200000.0
1345,Ready to Move,,4,N,Saaga Infra Projects Pvt. Ltd.,,,9500000.0
1344,Ready to Move,,2,N,Gundecha Group,,,26400000.0
1343,Ready to Move,,2,N,Sundervan Group,,,60000000.0
1342,Ready to Move,,4,N,Aashish Promotors & Builders,,1.0,14000000.0
1341,Ready to Move,,4,N,,,,9500000.0
1340,Ready to Move,,5,N,Neumec Group,,,200000000.0
1339,Ready to Move,,3,N,Venus Group of Companies,,,29000000.0
1338,Ready to Move,Nov '22,25,N,Transcon Group,,,35000000.0
1337,Ready to Move,,6,N,Ajmera Cityscapes,,,18000000.0
1336,Ready to Move,,3,N,Hetali Group,,,53500000.0
1335,Ready to Move,,12,N,Aditya Real Estates,,,70000000.0
1334,Ready to Move,,4,N,Evershine Builders,,,26000000.0
1333,Ready to Move,,3,N,Evershine Builders,,,33000000.0
1332,Ready to Move,,3,N,Lashkaria Construction Company Pvt. Ltd.,,,26000000.0
1331,Ready to Move,,2,N,Aashish Promotors & Builders,,,14800000.0
1330,Ready to Move,,2,N,Shatdal Groups,,,29000000.0
1329,Ready to Move,,3,N,Samir Group,,,40000000.0
1328,Ready to Move,,2,N,Cooperative Group Housing Society,,,16000000.0
1327,Ready to Move,,12,N,Ajmera Cityscapes,,0.0,9000000.0
1326,Ready to Move,,4,N,Blue Heaven Groups,,,15000000.0
1325,Ready to Move,,8,N,Kabra Group,,,45000000.0
1324,Ready to Move,,7,N,Sai Group,,,18000000.0
1323,Ready to Move,,Ground,N,Cooperative Group Housing Society,,,15000000.0
1322,Ready to Move,,4,N,Keemaya Builders,,,28500000.0
1321,Ready to Move,,11,N,Platinum Corp,,,12500000.0
1320,Ready to Move,,5,N,Platinum Corp,,,12600000.0
1319,Ready to Move,,6,N,Platinum Corp,,,23000000.0
1318,Ready to Move,,2,Y,,,,22500000.0
1317,Ready to Move,,7,Y,Lashkaria Construction Company Pvt. Ltd.,,,36500000.0
1316,Ready to Move,,,N,,,,7500000.0
1315,Ready to Move,,4,Y,RNA NG Builders,MCGM,1.0,32400000.0
1314,Ready to Move,,19,N,Adani Realty,,,58000000.0
1313,Ready to Move,,4,Y,,,,26000000.0
1312,Ready to Move,,7,Y,,ABARWA,1.0,54900000.0
1311,Ready to Move,,9,N,Dev Land Housing Ltd.,,0.0,31500000.0
1310,Ready to Move,,2,N,,,,42500000.0
1309,Ready to Move,,4,N,,MCGM,0.0,29500000.0
1308,Ready to Move,,12,Y,Samartha Group,,,27000000.0
1307,Ready to Move,,4,Y,Hetali Group,ABARWA,,45000000.0
1306,Ready to Move,,2,Y,Ozone Group,,1.0,33000000.0
1305,Ready to Move,,8,Y,,,3.0,14000000.0
1304,Ready to Move,,16,N,Supreme Universal,,,100000000.0
1303,Ready to Move,,3,Y,,,,6000000.0
1302,Ready to Move,,7,Y,Lashkaria Construction Company Pvt. Ltd.,,,32500000.0
1301,Ready to Move,,5,Y,,,,22000000.0
1300,Ready to Move,,7,Y,Kabra Group,ABARWA,,23000000.0
1299,Ready to Move,,10,N,,,1.0,25000000.0
1298,Ready to Move,,7,Y,Chamunda Groups,,1.0,21600000.0
1297,Under Construction,Jun '23,11,Y,Platinum Corp,,,11500000.0
1296,Ready to Move,,5,Y,Interintel Constructions,MCGM,2.0,25500000.0
1295,Ready to Move,,12,Y,Platinum Corp,,,19000000.0
1294,Under Construction,Dec '26,14,Y,Adani Realty,,,46700000.0
1293,Under Construction,Oct '26,21,N,Adani Realty,ABAMNC,14.0,46200000.0
1292,Ready to Move,,12,N,DLH,MCGM,0.0,32000000.0
1291,Ready to Move,,12,N,Platinum Corp,MCGM,0.0,27500000.0
1290,Ready to Move,,2,Y,,MCGM,0.0,13800000.0
1289,Ready to Move,,2,N,,MCGM,,61000000.0
1288,Ready to Move,,9,Y,Adani Realty,,0.0,34000000.0
1287,Ready to Move,,6,Y,,MCGM,,54000000.0
1286,Ready to Move,,12,Y,Adani Realty,MCGM,,55000000.0
1285,Ready to Move,,12,N,,MCGM,2.0,30000000.0
1284,Ready to Move,,10,Y,Adani Realty,MCGM,3.0,69000000.0
1283,Under Construction,Dec '23,5,N,Kochra Realty,MCGM,10.0,13500000.0
1282,Ready to Move,,5,N,,ABARWA,0.0,40000000.0
1281,Under Construction,Mar '24,7,N,,MCGM,5.0,30241512.0
1280,Ready to Move,,,N,RNA NG Builders,,7.0,32500000.0
1279,Ready to Move,,5,N,,,,25000000.0
1278,Ready to Move,,3,N,,,,25000000.0
1277,Ready to Move,,Ground,N,,,,12000000.0
1276,Ready to Move,,6,N,,,,21500000.0
1275,Ready to Move,,2,N,Ajmera Cityscapes,,,19000000.0
1274,Ready to Move,,2,N,,,,6000000.0
1273,Ready to Move,,1,N,Cooperative Group Housing Society,,,15000000.0
1272,Ready to Move,,10,N,Shree Riddhi Siddhi Real Ventures LLP,,,16000000.0
1271,Ready to Move,,3,N,,,,18000000.0
1270,Ready to Move,,,N,Panorama Group,,,14000000.0
1269,Under Construction,,8,N,Aashish Promotors & Builders,MCGM,0.0,18500000.0
1268,Ready to Move,,1,N,,,,19500000.0
1267,Ready to Move,,7,N,,,,18000000.0
1266,Ready to Move,,13,N,,,,135000000.0
1265,Ready to Move,,14,N,Platinum Corp,,,26500000.0
1264,Ready to Move,,2,N,,MCGM,1.0,13500000.0
1263,Ready to Move,,12,N,Lashkaria Group,,,30000000.0
1262,Ready to Move,,Ground,N,,,,13000000.0
1261,Ready to Move,,7,N,,,,4500000.0
1260,Ready to Move,,6,N,Sai Group of Developers,,,17100000.0
1259,Ready to Move,,5,N,Lokhandwala Construction Industries Pvt. Ltd.,,,57500000.0
1258,Ready to Move,,18,N,Samarth Development Corporation,,,50000000.0
1257,Ready to Move,,7,N,,,,20000000.0
1256,Ready to Move,,4,N,,,,20000000.0
1255,Ready to Move,,16,N,Sagar Builders,,,17500000.0
1254,Ready to Move,,1,N,,MMRDA,1.0,14500000.0
1253,Ready to Move,,Ground,N,,,,30000000.0
1252,Ready to Move,,5,N,,,,35000000.0
1251,Ready to Move,,4,N,,,,10500000.0
1250,Ready to Move,,Ground,N,,,,16500000.0
1249,Ready to Move,,8,N,Oberoi Realty Ltd.,,,120000000.0
1248,Ready to Move,,8,N,Ajmera Cityscapes,,,21000000.0
1247,Ready to Move,,2,N,,,,4200000.0
1246,Ready to Move,,3,N,,,,8000000.0
1245,Ready to Move,,1,N,,,,9000000.0
1244,Ready to Move,,3,N,,,,10000000.0
1243,Ready to Move,,2,N,,MCGM,,13000000.0
1242,Ready to Move,,1,N,,,,19000000.0
1241,Ready to Move,,7,N,Millionaire Realty,,,17000000.0
1240,Ready to Move,,5,N,,,,26000000.0
1239,Ready to Move,,3,N,,,,13000000.0
1238,Ready to Move,,2,N,,,,12500000.0
1237,Ready to Move,,7,N,,,,11700000.0
1236,Ready to Move,,6,N,,,,20000000.0
1235,Ready to Move,,1,N,,,,14500000.0
1234,Ready to Move,,4,N,,MCGM,1.0,8500000.0
1233,Ready to Move,,14,N,Sahajanand Infrastructure Pvt. Ltd.,,,26000000.0
1232,Ready to Move,,3,N,,MCGM,1.0,6200000.0
1231,Ready to Move,,3,N,,MCGM,1.0,60000000.0
1230,Ready to Move,,1,N,,,,15000000.0
1229,Ready to Move,,5,N,Rustomjee,,,22500000.0
1228,Ready to Move,,5,N,,,,9500000.0
1227,Ready to Move,,12,N,Samarth Development Corporation,,,100000000.0
1226,Ready to Move,,2,N,,,,10500000.0
1225,Ready to Move,,5,N,,,,16500000.0
1224,,,,N,,,,37500000.0
1223,Ready to Move,,5,N,,,,4000000.0
1222,Ready to Move,,1,N,,,,14000000.0
1221,Ready to Move,,10,N,Shree Riddhi Siddhi Real Ventures LLP,,,12800000.0
1220,Ready to Move,,2,N,,,1.0,20000000.0
1219,Ready to Move,,4,N,,,,17000000.0
1218,Ready to Move,,4,N,,,,35000000.0
1217,Ready to Move,,5,N,,,,10000000.0
1216,Ready to Move,,5,N,KK Builders,,,14000000.0
1215,Ready to Move,,3,N,,,,38000000.0
1214,Ready to Move,,Ground,N,,,,9000000.0
1213,Ready to Move,,7,N,,,,17000000.0
1212,Ready to Move,,1,N,,,,3000000.0
1211,Ready to Move,,2,N,,,,6000000.0
1210,Ready to Move,,1,N,SM Developers,,,10500000.0
1209,Ready to Move,,9,N,Sagar Builders,,,16000000.0
1208,Ready to Move,,20,N,Zaveri Construction,,,5500000.0
1207,Ready to Move,,2,N,JK Developers,MCGM,32.0,14000000.0
1206,Ready to Move,,Ground,N,,,,12000000.0
1205,Ready to Move,,1,N,,,,13000000.0
1204,Ready to Move,,2,N,,,,10000000.0
1203,Ready to Move,Sep '22,4,N,Capital Solutions,,,17000000.0
1202,Ready to Move,Nov '22,8,N,Vraj Group,ABAAut,0.0,28500000.0
1201,Ready to Move,,Ground,N,,,,18500000.0
1200,Ready to Move,,17,N,Adani Realty,MCGM,,43500000.0
1199,Ready to Move,,10,N,D Kapoor Land Developers,,,17000000.0
1198,Ready to Move,,5,N,,,4.0,9000000.0
1197,Ready to Move,,9,N,,,,33000000.0
1196,Ready to Move,,25,N,Aditya Real Estates,MCGM,6.0,52500000.0
1195,Ready to Move,,11,N,,ABAAut,0.0,38000000.0
1194,Ready to Move,,1,N,,,,15000000.0
1193,Ready to Move,,15,N,Rustomjee,,,148000000.0
1192,Ready to Move,,4,N,,,,29000000.0
1191,Ready to Move,,7,N,,,,22000000.0
1190,Ready to Move,,11,N,,,1.0,29900000.0
1189,Ready to Move,,15,N,Patel Builders & Developers,,,14500000.0
1188,Ready to Move,,2,N,,,,5000000.0
1187,Ready to Move,,,N,,ABARWA,,45000000.0
1186,Ready to Move,,7,N,,,,17500000.0
1185,Ready to Move,,2,N,Evershine Builders,ABAMNC,,18500000.0
1184,Ready to Move,,4,N,,,,19000000.0
1183,Ready to Move,,4,N,,,,17500000.0
1182,Ready to Move,,2,N,Irani Builders And Developers,,,26000000.0
1181,Ready to Move,,4,N,Shree Sai Group Of Companies,,1.0,6500000.0
1180,Ready to Move,,3,N,,,,45000000.0
1179,Ready to Move,,14,N,Adani Realty,ABAMNC,,47500000.0
1178,Ready to Move,,Ground,N,,,,8000000.0
1177,Ready to Move,,12,N,Neminath Group,,,25000000.0
1176,Ready to Move,,1,N,Sumeru Buildcon Pvt. Ltd.,,,21000000.0
1175,Ready to Move,,9,N,Evershine Builders,,,21000000.0
1174,Ready to Move,,12,N,,,,100000000.0
1173,Ready to Move,,,N,,,,200000000.0
1172,Ready to Move,,2,N,,MCGM,1.0,20000000.0
1171,Ready to Move,,1,N,,ABAMNC,1.0,3000000.0
1170,Ready to Move,,8,N,K Raheja Corp,,,31000000.0
1169,Ready to Move,,1,N,Monarch Constructions Group,,,12000000.0
1168,Ready to Move,,18,N,,,,18500000.0
1167,Ready to Move,,4,N,,,,18500000.0
1166,Ready to Move,,2,N,,,,9000000.0
1165,Ready to Move,,12,N,Lashkaria Construction Company Pvt. Ltd.,,,29500000.0
1164,Ready to Move,,3,N,,,,15000000.0
1163,Ready to Move,,13,N,,,,17000000.0
1162,Ready to Move,,,N,Patel Builders & Developers,,,1800000.0
1161,Ready to Move,,2,N,,,,95000000.0
1160,Ready to Move,,2,N,,,,17500000.0
1159,Ready to Move,,2,N,,,1.0,6500000.0
1158,Ready to Move,,3,N,,,,27500000.0
1157,Ready to Move,,15,Y,Sahajanand Infrastructure Pvt. Ltd.,MCGM,0.0,26000000.0
1156,Ready to Move,,2,N,Cooperative Group Housing Society,,,23500000.0
1155,Ready to Move,,2,N,HCBS Developer,,,25000000.0
1154,Ready to Move,,8,N,Sai Group of Developers,,,20000000.0
1153,Ready to Move,,6,N,Matra Realty Ltd.,,,20000000.0
1152,Ready to Move,,6,N,,,,21900000.0
1151,Ready to Move,,14,N,Millionaire Realty,,1.0,13500000.0
1150,Ready to Move,Apr '22,10,N,,,,20000000.0
1149,Ready to Move,,3,N,Acme Group,MCGM,1.0,70000000.0
1148,Ready to Move,,8,N,Ajmera Cityscapes,MCGM,1.0,12000000.0
1147,Ready to Move,Aug '22,1,N,Om Sai Group,,,7000000.0
1146,Ready to Move,,15,N,Zaveri Construction,,1.0,42500000.0
1145,Ready to Move,,17,N,Gundecha Group,ABARWA,1.0,30000000.0
1144,Ready to Move,,9,N,,,,27900000.0
1143,Ready to Move,,1,N,D Kapoor Land Developers,ABAMNC,1.0,18000000.0
1142,Ready to Move,,1,N,,,,8300000.0
1141,Ready to Move,,9,N,Satya Krupa Constructions,MHADA,1.0,21500000.0
1140,Ready to Move,,11,N,Sagar Builders,MCGM,1.0,19000000.0
1139,Ready to Move,,8,N,Sai Group of Developers,,,17000000.0
1138,Under Construction,Apr '23,6,N,MDM Realty Group,,1.0,13000000.0
